Time,Username,Location,Tweet Content
2019-11-06 19:53:59,Rugby League Scene,, SIGNING: @WTrinityRL   Adam Tangata re joins Wakefield after joining on a season long loan from Betfred Championship side @Halifax RLFC    t co 59AXm0KuLp
2019-11-06 19:53:12,JM Carroll,Harrison  MI,RT @cvmrcorp: UCORE ANNOUNCES TEAM FOR HEAVY REE SX PLANT DESIGN  amp  US FEDERAL FUNDING      t co vAWpwH2AtI  Halifax  Nova Scotia   Newsfile    
2019-11-06 19:52:53,Sue Horne,Nova Scotia,RT @globalhalifax: The tree is a thank you gift to Boston for sending medical personnel and supplies after 2 000 were killed and hundreds more affected by the Halifax explosion    t co v2TJRJOrYu
2019-11-06 19:52:52,Maureen Batt,Mi kma ki,RT @AlexTechWithAT: PERFORMERS   @operaredhead and I are offering  VoiceandAlexanderTechnique workshops AND masterclasses in both Toronto and Halifax this fall     Open to all genres and levels    Singers  actors  choral musicians  teachers  conductors  singer songwriters    t co 3cVmhsGKJf
2019-11-06 19:52:48,WX Halifax,Halifax  NS  Canada,Wed 15:52: Special weather statement in effect: Wed 15:42 to Thu 07:42    t co eG5azqgG8c   t co bRgCa49u52
2019-11-06 19:52:38,Halifax Rugby League Club,The Shay Stadium  Halifax,     From The Boardroom   An update into what s happening at YOUR club     Commercial    Funding    Media    Community  Plus much more  ForwardTogether   t co qayMWYjzFg
2019-11-06 19:52:37,Sarah Wood Brexit Party PPC Halifax,West Yorkshire  UK,Yes I stand for Halifax and we should be free to cast our vote     t co tL62KeybPZ
2019-11-06 19:51:52,Sarah Wood Brexit Party PPC Halifax,West Yorkshire  UK,@phoinix12 Thank you Abdul  I m 100  for Halifax    
2019-11-06 19:51:06,steven coady,Toronto  Ontario,@sucksatusername @TheRobNickerson @TSNDaveNaylor The Stones played Magnetic Hill and 70k ppl showed up  trying to tell me that with a proper outdoor stadium that Halifax wouldn t draw major concerts every summer to make use of the place   Cmon 
2019-11-06 19:50:36,Brain Injury Nova Scotia,615 Windmill Road Dartmouth ,And tomorrow for all you Halifax side Yoga for ABI lovers      t co KJUh1gQyX7
2019-11-06 19:50:23,Dr  Christine Chambers,Halifax  Nova Scotia,RT @KidsInPain: We re looking for someone to help us with our mission of improving children s pain management by mobilizing evidence based solutions through coordination and collaboration   Join our team as a Communciations and Engagement Manager:   t co Imjgpu4o0M   ItDoesntHaveToHurt   t co 6amkl2TTxL
2019-11-06 19:50:07,everylothfx,Halifax  Nova Scotia,11 Oakridge Way  Hubley  Halifax   t co 46z1CP3Rng
2019-11-06 19:50:02,Sackville Business,Lower Sackville  NS,RT @hfxpublib: Closure notice: On November 11  all branches and departments of  Halifax Public Libraries will be closed for Remembrance Day    t co t9lL6pJIe5
2019-11-06 19:48:39,Emily,Canada,@SlyStu2012 @TorontoStar @IKEACanada I cant believe we have a store in halifax before you do 
2019-11-06 19:48:28,Cuba Business Directory,Global,RT @JosefinaVidalF:  CubaAt60   conference at @DalhousieU in  Halifax    a succes   @EmbacubaCanada   t co PvbOjDFdSt
2019-11-06 19:48:02,Adam Stansfield,UK,RT @TUFC1899:  @Kylecam97  Jamie Reid  and @kaalvinho scored in Saturday s 4 2 win over FC Halifax Town   Who s looking forward to our  EmiratesFACup 1st round match away to Maidstone United on Saturday   It s all ticket for  tufc fans   Details   t co wEwlUYClpp   t co vrj16IUyh7
2019-11-06 19:46:43,Rodney McCain,Little Rock  Arkansas,@SolskCR Frig  I d never been asked this question before    and the answer is both good  amp  bad    It was the one  the only George Best  quite appropriate given that we both hail from the same country    However United lost 2 1 to Halifax Town      in the Watney Cup    on 31 July 1971    
2019-11-06 19:45:51,Kyle,Falmouth  NS,RT @yourNSTPP: We re excited to participate in the @TLPCanada s Take Our Kids to Work Day and give them a glimpse into our workplace   KidstoWork  pensions  investments  NovaScotia  halifax   t co PnUjYhnvpo
2019-11-06 19:45:08,Kaitlyn Harrison,Halifax,Yes please Halifax pedestrian SPRINT across the crosswalk so nobody has the chance to stop and see you    Let s see how many times it works for ya     
2019-11-06 19:44:46,Rockbottom Brewpub,Halifax  Nova Scotia,Amazing  4 Tacos   Award winning house made craft beer   A cozy authentic pub atmosphere  Sounds like a great Wednesday plan  rockbottombrewpub  halifax  nscraftbeer  beerlovers  drinklocal  taco  tacocrazy  beef  veggie  halifaxcraftbeer  beerflight  downtownhalifax  pub   t co euwh1GYI2m
2019-11-06 19:44:30,Matt,Saint John  New Brunswick,@Telegraph Hi from Canada    in 2017 a similar case happened in Halifax Nova Scotia  the woman turned out to be an off duty RCMP Officer    t co fOQvSbdiUC
2019-11-06 19:44:29,WX Halifax,Halifax  NS  Canada,Wed 16:00: Tonight: A few clouds  Wind west 30 km h gusting to 50 becoming northwest 20 this evening then light after midnight  Low zero 
2019-11-06 19:43:35,Nick Buttertarts party for HRM Mayor   WTFHalifax,Nova Scotia  Canada,RT @BruceFriskoCTV: Bad news in the  Halifax Bumper Battle:  new report from  @HHBridges  says we can expect more frequent bridge closures for maintenance in the years ahead   Reason   Both spans are getting old   Details  amp  reaction tonight  @CTVAtlantic  at 6:00    t co OEsaJFmodA
2019-11-06 19:43:31,Nick Hall,Bradford,RT @plumhall: @plumhall cannot wait for Friday when we ll open for the mighty @IanProwse and Amsterdam @squarechapel in wonderful  halifax   t co pYtKKCZk0d  singersongwriter  livemusic please RT    t co 3lxNMZbYv2
2019-11-06 19:43:15,Fairview Halifax,Fairview,RT @MariaCaines: Hey  Hey  Hey  Thursday s wing night at @FreemansPizza @fairviewhfx so you know what that means  Chase the Ace     Sponsored by Halifax Northwest Rotary Club to provide support to community projects in the Fairview Clayton Park communities  Join us  amp  learn more about how Rotary    t co NZ5z9Mra57
2019-11-06 19:43:06,Plumhall,West Yorkshire,@plumhall cannot wait for Friday when we ll open for the mighty @IanProwse and Amsterdam @squarechapel in wonderful  halifax   t co pYtKKCZk0d  singersongwriter  livemusic please RT    t co 3lxNMZbYv2
2019-11-06 19:42:27,jamal campbell   ,Nova Scotia  Canada,RT @MariaCaines: Hey  Hey  Hey  Thursday s wing night at @FreemansPizza @fairviewhfx so you know what that means  Chase the Ace     Sponsored by Halifax Northwest Rotary Club to provide support to community projects in the Fairview Clayton Park communities  Join us  amp  learn more about how Rotary    t co NZ5z9Mra57
2019-11-06 19:42:16,MikeHFX          ,Halifax  Nova Scotia,@WellFedWanderer @tarajoyandrews @littleonepaige Also this place above Smitty s       used to be kind of a cool place way back in the day  but not sure what sort of state it s in these days     t co ZYeAsVLPy4
2019-11-06 19:42:05,Helen Gavaghan,worldwide,@LibDems I solved problem of unlawful sectioning  an innately abusive word  by walking out  amp  taking train from Scotland back to England   Sectioning abuse by inept psychiatrist started cos another inept psychiatrist in Halifax thought I left school at 16  amp  was a crap note taker 
2019-11-06 19:41:57,Neil Doody,Dallas,RT @TSNDaveNaylor: Schooner Sports and Entertianment has informed the NHL it plans to formally begin a proposal to host an NHL heritage classic in Halifax  pending approval of the CFL stadium proposal by regional council at a December vote   CFL  NHL
2019-11-06 19:40:56,Asma       ,Toronto Sidi Bouzid,a few weeks ago  I watched a ted talk by Joan Halifax  She says:  And what is fascinating is that compassion has enemies  and those enemies are things like pity  moral outrage  fear    and that s all I could think about since 
2019-11-06 19:40:41,Jane Coit Realtor,Plymouth  Ma,Another Property Sold   9 Madison Road Halifax  MA   t co TcdV8oeKhI
2019-11-06 19:40:24,Kenneth Carmichael,Nova Scotia  Canada,RT @portofhalifax: Today marks the final day of the 2019 Cruise Season at the Port of Halifax  Please join us in welcoming the captain and crew of the Oceania Riviera  our last cruise vessel of the season    t co 9B1wZkuFUf
2019-11-06 19:40:17,Shannex,,Additional details:  Location: 156 Parkland Drive  Halifax  NS  Centre for Excellence  For additional details contact the Care at Home office at 902 446 8476 or email careathome@shannex com
2019-11-06 19:40:13,Cross Country NS,Nova Scotia,The provincial ski team would like to invite the cross country ski community  near and far  to help roller ski towards the collective goal of making as many  theoretical  trips possible between North Highlands Nordic and Halifax Nordic    BIGRoll2019  NSXCRACING   t co zB8L7P9zxu
2019-11-06 19:40:11,everylothfx,Halifax  Nova Scotia,9 Cowlow Cove Dr  Boutiliers Point  Halifax   t co QQc4mCtC2p
2019-11-06 19:39:02,Nicky Chance Thompson DL,Halifax  England,RT @oliviarichwald: Yorkshire lottery winners gather @ThePieceHall in Halifax to mark 25 years since the launch of the National Lottery  Over that time  2 4 billion has been invested in good causes across Yorkshire and Humber @BBCLookNorth later   t co PVI8vFibd0
2019-11-06 19:37:57,Steve Cooper     FBPE RevokeRemainRebuild ,Aston  England  EU,@HalifaxBank  I have a Halifax clarity card associated with Apple Pay  What is the limit when using Apple Pay please  
2019-11-06 19:37:33,Natasha Jamieson,Ottawa  ON,RT @WiDS Canada: We are thrilled that longtime WiDS supporter and Chief of the Defence Staff @CDS Canada CEMD Jonathan Vance will be joining us for our Fall Reception in  Ottawa next week with the Halifax Peace With Women Fellowship  Register at   t co rHslpBUfoM    t co Cq2GrcR7ju
2019-11-06 19:36:00,Dal Arts Centre,Halifax  Nova Scotia,Does the possibility of snow coming this week remind you to start filling your calendar with holiday events  Catch FOUR BY FOUR in the Rebecca Cohn Auditorium on November 17 for their holiday show  presented by Rocklands Entertainment  To buy:   t co gqPE5JKgNE  Halifax   t co fBHCfHkFDe
2019-11-06 19:35:04,Family Fun Halifax,Halifax  NS,Head to Bible Hill for the Buy Local Holiday event of the year  Eat  drink and shop local while you take in workshops on decor  food  entertaining and more    t co VMeDZnMdj6   t co aLRcvNvAYi
2019-11-06 19:34:55,Zohrah Zancudi,Halifax  Calderdale,@HOT CEO Halifax Now I m singing the jingle   grunt and all   
2019-11-06 19:34:55,Samina Ali,Edmonton  Alberta  Canada,RT @KidsInPain: We re looking for someone to help us with our mission of improving children s pain management by mobilizing evidence based solutions through coordination and collaboration   Join our team as a Communciations and Engagement Manager:   t co Imjgpu4o0M   ItDoesntHaveToHurt   t co 6amkl2TTxL
2019-11-06 19:32:56,Christian Barry,,RT @PGuildCanada: Halifax  @NeptuneTheatre extends its run of  Old Stock  by @moscotweets  @XtianBarry  and @bencaplanmusic  The performances run until Nov  23rd    t co H8LRdTo031   ALL Attendees Get 10  OFF at the CPO:   t co c5gWh65kZi See A Show  amp   ReadAPlayToday     t co jKBbO1B9sa
2019-11-06 19:32:22,Christian Barry,,RT @HeatherRankinMe: I saw @2btheatre s Old Stock: A Refugee Love Story last night @NeptuneTheatre and loved it  Bravo to @bencaplanmusic  @moscotweets  @XtianBarry and the whole cast  amp  crew  You have six extra chances to see it   HfxOldStock  Theatre  Halifax   t co nLbrMFOXL5
2019-11-06 19:31:24,Writer Dave,In the hills above Z ri,2 2 pure Canadiana  second only to my return to Halifax after 2 yrs in China to find a piper in full regimentals standing at the end of Purdy s Wharf playing to the seals and the seagulls    I think I need a shot of maple syrup 
2019-11-06 19:30:56,lokol com Saint John,,Officer says she noticed nothing unusual with man who died in Ha    t co SrhDdZBNaP  lokol  saintjohn
2019-11-06 19:30:56,lokol com Halifax,,2nd officer charged in jail death testifies she had no spit hood    t co LDE7rqe3sx  lokol  halifax
2019-11-06 19:30:42,Maria Caines   Shop Local Champion  ,NS  Canada  USA   beyond,Hey  Hey  Hey  Thursday s wing night at @FreemansPizza @fairviewhfx so you know what that means  Chase the Ace     Sponsored by Halifax Northwest Rotary Club to provide support to community projects in the Fairview Clayton Park communities  Join us  amp  learn more about how Rotary    t co NZ5z9Mra57
2019-11-06 19:30:16,deanclough,Halifax,RT @theatre viaduct: Treating someone to tickets to see @NBroadsides perform J M Barrie s  Quality Street  in February  Why not present them inside a copy of this book from @PenThorpeBooks   2 stories that take inspiration from  Halifax s @QualityStreetUK factory  Tickets @   t co M0J7UFe1WB   t co hnmOsuZMdO
2019-11-06 19:30:09,everylothfx,Halifax  Nova Scotia,31 Central Ave  Halifax  Halifax   t co LUwLeZn6te
2019-11-06 19:29:12,Nicky Chance Thompson DL,Halifax  England,RT @FSBwestyorks: Many thanks to everyone for making this possible in Halifax    t co 7sIppxYYOq
2019-11-06 19:28:49,Stephen Cooke,The East Coast of the Mind,RT @paperbeat: Little bit of insight from @NS scooke at the @chronicleherald pre our Halifax show at the @theseahorse  on Thursday    t co iCxXxplhSY
2019-11-06 19:28:26,Ellis @TuskLoveZine,Halifax  Nova Scotia,RT @NS Archives: Ruins of the Poors  Asylum  or Poor House  in Halifax  On November 6  1882 a fire broke out in the kitchen of the asylum destroying the building and killing 31 people   t co IOaWtuAVRH
2019-11-06 19:27:08,Chris Richards   ,Alberta  Canada,@Crystal46540011 How did your campaign go by the way  Halifax West had no candidate on the ballot  Or you just didn t receive a single vote 
2019-11-06 19:27:04,Chad Parsons,,RT @QMJHL: Head Coach Dale Hunter and Team  QMJHL players @jak pelletier  @monctonwildcats   @JustinBarron01  @HFXMooseheads   @DawsonMercer14  @Voltigeurs DRU  and Rapha l Lavoie  Halifax  share their thoughts following their 4 3 OT win over Russia   CANvsRUS     :   t co PMARyUZ3X0   t co i9RlDsc736
2019-11-06 19:26:41,Sarah Overton  ,Windsor,@amandadeibert My Nonna landed in Halifax  NS in 1953  from Italy  with a 3 yr old   6 yr old  She took a train from there to Coleman  Alta  Weeks on a boat  then another week on a train  just her  two little kids  no English  likely very few toys  How on earth 
2019-11-06 19:26:25,She Plays Loud,Lost  somewhere along the way,RT @Jopolkadot:   Bill Brandt  Halifax West Yorkshire 1937   t co Za1DPpJ1zA
2019-11-06 19:26:09,Deborah French,,@Howson Halifax @RevRichardColes Mine is louder than its ever been   had it for at least 10 years now   
2019-11-06 19:26:01,Steven Schwinghamer,Halifax  NS,RT @HeatherRankinMe: I saw @2btheatre s Old Stock: A Refugee Love Story last night @NeptuneTheatre and loved it  Bravo to @bencaplanmusic  @moscotweets  @XtianBarry and the whole cast  amp  crew  You have six extra chances to see it   HfxOldStock  Theatre  Halifax   t co nLbrMFOXL5
2019-11-06 19:25:23,Amanda@ATSocialMedia, Barnsley   SouthYorkshire,RT @SmallBizSatUK: Halifax  thank you for having the  SmallBizSatUK team in such a wonderful location @ThePieceHall and for supporting the campaign  great to see @nickychanthomp @HollyLynch5 @FSBwestyorks  Next up on the tour is Grimsby      t co Z1pBB4RZEf
2019-11-06 19:25:21,Peggy Breckin   ,,@corbyn50plus @maurlind Trouble is their big stores tend to be in poor areas  As in Halifax 
2019-11-06 19:24:46,Davet Hyland,Halifax   England,RT @CaoimhH: @tigerbuses bus driver arrived 10 minutes late at Horton street in Halifax   when I enquired if timetables had changed   640am bus at Skircoat green also extremely unreliable at the moment  bus driver shrugged and said  If I m late  I m late innit 
2019-11-06 19:23:53,Lee Anne Poole,,RT @zuppatheatre: PREVIEW TONIGHT   tiny INFO IN BIO  See you soon  halifax  kjipuktuk  performance  art  theatre  cdncult  super cc: @Eastern Front   t co U7SnaDMMnL
2019-11-06 19:23:23,Randy Pinch,Nova Scotia  Canada,RT @BruceFriskoCTV: Bad news in the  Halifax Bumper Battle:  new report from  @HHBridges  says we can expect more frequent bridge closures for maintenance in the years ahead   Reason   Both spans are getting old   Details  amp  reaction tonight  @CTVAtlantic  at 6:00    t co OEsaJFmodA
2019-11-06 19:22:39,Heather Rankin,Kji puktuk  Halifax ,I saw @2btheatre s Old Stock: A Refugee Love Story last night @NeptuneTheatre and loved it  Bravo to @bencaplanmusic  @moscotweets  @XtianBarry and the whole cast  amp  crew  You have six extra chances to see it   HfxOldStock  Theatre  Halifax   t co nLbrMFOXL5
2019-11-06 19:22:33,ParkLaneAcSport,Halifax  England,RT @ParkLaneAc: Looking forward to the Park Lane Academy Awards Evening 2019 at The Shay  Halifax tomorrow  Excited to give out some amazing awards to some amazing students  pride  respect  ambition   t co c38HrzHqFr
2019-11-06 19:21:29,Halifax Light Opera,Halifax  West Yorkshire,We aren t joking when we say tickets are almost sold out      9to5Halifax @HXPlayhouse @VisitCalderdale   Buy your tickets here       t co Wel1JOZ7Sm  27 30 November 2019   Halifax Playhouse   t co 14MZJ7OXGH
2019-11-06 19:20:43,Chan david,Halifax  Nova Scotia,March  Halifax Hawks Peewee AAA  atlanticacurashootout   t co XvjUfeFQ3g
2019-11-06 19:20:42,Helen Waters,Canton  MA,RT @MEDITECH:  The mobility of  Expanse has improved ED throughput and helped to shorten patient length of stay by half a day  which is critically important to Halifax Health given their high patient volumes   Read more: On site at @HalifaxHealth   t co hHYnK47wUT
2019-11-06 19:20:11,Timewise Jobs,London,Halifax Branch Support Customer Adviser  Eastbourne    parttimejobs   t co NDBMnZ02Oq
2019-11-06 19:20:07,everylothfx,Halifax  Nova Scotia,49 Village St  Tantallon  Halifax   t co jrMlcK06sA
2019-11-06 19:19:55,Chan david,Halifax  Nova Scotia,I m dizzy now  Halifax Hawks Peewee AAA  atlanticacurashootout   t co 44yAxgSG3b
2019-11-06 19:19:08,Dr  Allan McDougall,Ottawa  Ontario,RT @saegissolutions:     Halifax physicians  residents and healthcare professionals  Register for the Effective Team Interactions workshop  on November 22  to start improving your interactions with multi professional colleagues         t co gePZpUNfCA   t co ayyT7nvzPi
2019-11-06 19:19:01,Chan david,Halifax  Nova Scotia,This is X Halifax Hawks Peewee AAA  atlanticacurashootout   t co XBd2PlMtbQ
2019-11-06 19:18:33,Susan Luedey,Nova Scotia  Canada,So no idea how long these guy live indoors but I m going to try to make a long time  no guarantees   Meet star   halifax  novascotia  indoorplants  plzdontdie  andgrow  poinsettia  poinsettiasforchristmas @ Clayton    t co luB93uW10U
2019-11-06 19:18:23,R S,,@Sweenster 13 @WTrinityRL @AdzyTangata  @Halifax RLFC Fifita is been loaned to @Halifax RLFC      
2019-11-06 19:18:09,AdrianD,GTA,RT @RCAF ARC:  Takeoff with us on this  RotorWing  Wednesday   Pilots from HMCS HALIFAX s embarked CH 148 Cyclone helicopter prepare to take off during Exercise DYNAMIC MARINER as part of Operation REASSURANCE  in the Atlantic Ocean on October 16  2019   RCAF  helicopter  marine   t co BaNV34x6y5
2019-11-06 19:18:06,Chan david,Halifax  Nova Scotia,Hello   Halifax Hawks Peewee AAA  atlanticacurashootout   t co fU0oMM3q8g
2019-11-06 19:18:00,Shalini Ojha,Nottingham  England,RT @JonDorling18: Thanks @NeenaModi1 @BrianKingNeo having moved to North America  Halifax   I completely agree with this  I am still not sure what this means for both short term  NEC and sepsis  but also later developmental and metabolic outcomes   Much to ponder and more research to be done    t co tMINqi6Buc
2019-11-06 19:17:49,Paul Atlas,,Posted withrepost   caulifloweralleyclub The 2020 Cauliflower Alley Rising Star Award winner will be Maddison Miles  Out of Halifax  Nova Scotia  Maddison has been touring all over the world  including recent tours    t co eWGYFb3GG7
2019-11-06 19:17:14,Chan david,Halifax  Nova Scotia,This is going to be mine someday  Halifax Hawks Peewee AAA  atlanticacurashootout   t co 3EFJx8XTJA
2019-11-06 19:15:41,Laura,northamptonshire,RT @SoVeryBritish:  Do you want to see my photos of the fireworks    Nope
2019-11-06 19:15:31,Chan david,Halifax  Nova Scotia,I m here  Halifax Hawks Peewee AAA  atlanticacurashootout   t co 0Rp93yQEeL
2019-11-06 19:15:23,shirley campbell,Halifax  Nova Scotia,RT @globalhalifax: The tree is a thank you gift to Boston for sending medical personnel and supplies after 2 000 were killed and hundreds more affected by the Halifax explosion    t co v2TJRJOrYu
2019-11-06 19:15:20,anna,North East  England,@Stephen42319340 @Missymelrose1 I didn t know I had that account  What a great result with Halifax   
2019-11-06 19:15:10,Joe Anderton  Hangry Mode ,Cardiff London ,Oh no  now Tesco are using old films for their adverts  I don t know if their bad dubbing is worse than inserting that Halifax guy into scenes though 
2019-11-06 19:15:09,RaiderRoddy ,Halifax           ,@SiriusXMFantasy @Jeff Mans Listening everyday from Halifax NS on the Canadian east coast   
2019-11-06 19:14:41,Ewemove Halifax,Hipperholme  Halifax, ForSale: A 3 Bedroom Terraced House located at 77  Old Lee Bank   Halifax  HX3 5BJ  95 000   t co 6FHzIj89D6  Property   t co Vw27GiQXar
2019-11-06 19:14:23,Clayton Maxwell,Nova Scotia,RT @DarrenDreger: We discussed the possibility and interest the NHL would have in a neutral site game in Halifax    t co tNlcerb9yM
2019-11-06 19:14:04,North End Halifax,Halifax  NS,RT @atinylab: Hey Halifax  We re looking for a few new people to add to our substitute list for our Toddler  amp  Preschool Classrooms  If you are looking for casual work over the Fall  amp  Winter we d love to hear from you  Please    t co 1HAMPSeKPb
2019-11-06 19:13:40,Writers  Federation of Nova Scotia,Halifax  Nova Scotia,RT @hfxpublib: Closure notice: On November 11  all branches and departments of  Halifax Public Libraries will be closed for Remembrance Day    t co t9lL6pJIe5
2019-11-06 19:13:25,Mr Rhymes,,Polygraph tests  amp  Rock Climbing  Another great day for Coop students with the Halifax Regional Police shared placement @HfxRegPolice @HRCECBL   t co S0CoDBsSzj
2019-11-06 19:12:36,Michelle McClary,,So for 175 quid I changed my account to hsbc   What a mistake   halifax are rubbish too  Anyone recommend a bank 
2019-11-06 19:12:29,Dave Langille,Minneapolis  MN,RT @globalhalifax: The tree is a thank you gift to Boston for sending medical personnel and supplies after 2 000 were killed and hundreds more affected by the Halifax explosion    t co v2TJRJOrYu
2019-11-06 19:12:17,Halifax Seaport,Halifax  Nova Scotia,RT @portofhalifax: Today marks the final day of the 2019 Cruise Season at the Port of Halifax  Please join us in welcoming the captain and crew of the Oceania Riviera  our last cruise vessel of the season    t co 9B1wZkuFUf
2019-11-06 19:12:05,BIGlobalization,Victoria  BC,RT @CdnEurDialogue: Great opportunity for exceptional emerging scholars in European Union Studies to join a fantastic team  @JMChairDal in  Halifax   Please share @Tom Junes @OwenWintersgill @EUforeignpolicy @ProfPech @RGuerrina @Amy Verdun @BIG UVic  @Prof Sundberg @CostanzaMusu @EUSUVic @uvicpoli   t co DGkYEzq4nP
2019-11-06 19:11:25,WX Halifax,Halifax  NS  Canada,Wed 15:00: Sunny  Temp 9 6 C  Wind W 35 km h gust 48 km h  Humidity 43   Press 101 8 kPa   rising    t co 0fW0OHDNMf
2019-11-06 19:11:20,Halifax Stanfield,Halifax  NS,Today  we were pleased to welcome four Gr  9 students to spend the day at Halifax Stanfield and learn about what goes on behind the scenes of an airport  Thank you to the students  and their parents  for participating   TakeYourKidToWorkDay  ConnectingMeansTheWorld   t co wfeozgM08Y
2019-11-06 19:11:16,Stephen Vernon,,@Missymelrose1 You re my 1st tweet  Apart from Halifax  which got me my  85 and another  31 to say sorry    Result 
2019-11-06 19:10:18,BigJMcC,Head of St  Marg s Bay  NS,Any thoughts @matlantivex   Halifax   HistoryAndHeritage  MattWhitman   t co QMI5khWesF
2019-11-06 19:10:12,Halifax Weather,,3pm: Sunny 9 6C     Wind: W 35km h Gusts to 48km h   Barometer: 101 8 kPa     Vis: 24 1km   Hum: 43   Halifax  Shearwater   Weather
2019-11-06 19:10:12,The Learning Partnership,Canada,RT @yourNSTPP: We re excited to participate in the @TLPCanada s Take Our Kids to Work Day and give them a glimpse into our workplace   KidstoWork  pensions  investments  NovaScotia  halifax   t co PnUjYhnvpo
2019-11-06 19:10:09,everylothfx,Halifax  Nova Scotia,211 Longards Rd  Tantallon  Halifax   t co BP77rJmxOp
2019-11-06 19:10:03,RENX,Canada,Evacuation order lifted at site of Halifax crane collapse  CBC:   t co gysnUyshnv  CRE  realestate
2019-11-06 19:09:36,Scott Neily,Halifax  NS,Aging Halifax Dartmouth bridges to close more often   The Chronicle Herald   t co 7pPvXQtNpI
2019-11-06 19:09:33,MEDITECH,Westwood  MA, The mobility of  Expanse has improved ED throughput and helped to shorten patient length of stay by half a day  which is critically important to Halifax Health given their high patient volumes   Read more: On site at @HalifaxHealth   t co hHYnK47wUT
2019-11-06 19:09:11,Steve Harmandian,Toronto  Ontario,RT @SpencerFernando: Prince Andrew holds a rank in the Canadian Armed Forces  He s the colonel in chief of the Princess Louise Fusiliers  based in Halifax  Should he be stripped of this rank and removed from association with the Canadian Armed Forces 
2019-11-06 19:09:10,hfxgov,Halifax  Nova Scotia,RT @hfxpublib: Closure notice: On November 11  all branches and departments of  Halifax Public Libraries will be closed for Remembrance Day    t co t9lL6pJIe5
2019-11-06 19:08:00,Park Lane Academy,Halifax  England,Looking forward to the Park Lane Academy Awards Evening 2019 at The Shay  Halifax tomorrow  Excited to give out some amazing awards to some amazing students  pride  respect  ambition   t co c38HrzHqFr
2019-11-06 19:07:27,Susan Luedey,Nova Scotia  Canada,Meet Icicle  I m hoping this will stay alive for years and rebloom next year so let s see how this goes   halifax  novascotia  indoorplants  plzdontdie  andgrow  christmascactus @ Clayton Park  Nova Scotia   t co 35p3yYDHcT
2019-11-06 19:05:09,The Star Halifax,Halifax  Nova Scotia,Const  Cheryl Gardner told a jury that she looked in on Corey Rogers several times while he was lying face down in a so called  dry cell  and that on one occasion he moaned and moved his shoulder  She never went in to check    t co ZSk5JDBc6W
2019-11-06 19:05:06,Ashleigh Feltmate  ,Nova Scotia  Canada,RT @globalhalifax: The tree is a thank you gift to Boston for sending medical personnel and supplies after 2 000 were killed and hundreds more affected by the Halifax explosion    t co v2TJRJOrYu
2019-11-06 19:04:40,Saegis,Ottawa  Ontario,    Halifax physicians  residents and healthcare professionals  Register for the Effective Team Interactions workshop  on November 22  to start improving your interactions with multi professional colleagues         t co gePZpUNfCA   t co ayyT7nvzPi
2019-11-06 19:04:36,TMJ NSC Jobs,Nova Scotia,See our latest  Halifax  NS job and click to apply: Sr  Quality Assurance Analyst     t co 7bf0VyeUMW  Sales
2019-11-06 19:04:19,Christina Noel,,RT @hil g39:  Over and over again  I heard how technology and mobility are helping reduce screen time for doctors and increase facetime with patients   @CarolMarkets    t co 31zunyZOQi
2019-11-06 19:04:15,Queen Bee,Halifax,RT @CTVAtlantic: Officer says she noticed nothing unusual with man who died in Halifax jail cell   t co hoyeVt1AXw
2019-11-06 19:03:45,Halifax Health Jobs,Daytona Beach  Florida,Interested in a job in  PortOrange  FL  This could be a great fit:   t co BOWpFb5YMW  Nursing
2019-11-06 19:03:12,yourNSTPP,Halifax  NS,We re excited to participate in the @TLPCanada s Take Our Kids to Work Day and give them a glimpse into our workplace   KidstoWork  pensions  investments  NovaScotia  halifax   t co PnUjYhnvpo
2019-11-06 19:03:06,The Learning Partnership,Canada,RT @yourNSPSSP: We re excited to participate in the @TLPCanada s Take Our Kids to Work Day and give them a glimpse into our workplace   KidstoWork  pensions  investments  NovaScotia  halifax   t co bHL94Kqfi6
2019-11-06 19:02:35,HORRORPUNKSJAPAN,Japan  kobe ,RT @TheBloodyHell1: Catch our latest single  Out of Our Minds  tonight on this week s route 104 on @q104halifax    Thebloodyhellhfx  halifax  horrorpunk  rock  rockandroll  musicnovascotia  eastcoastloud  canadianmusic  halifaxmusic  ontheradio  radioplay  q104  route104  eastcoastrocks  novascotia   t co GfDu5c99aK
2019-11-06 19:02:32,Kevin George,London  Ontario,@iainthemusic Me too Hey @revrobhinlondon   perhaps a @vicarscrossing podcast from the wharf in Halifax  I m here   uniform on   what time can you two get here    t co lEHPktXGfu
2019-11-06 19:02:30,Nova Scotia Ron,,RT @TrafficNS: Road construction will take place on Forest Hills Parkway tomorrow from Main Street to Chameau Crescent  Lane drops and occasional stop and go traffic will be in place while work is underway  Expect delays    t co tOwVLKxI1T  via @hfxgov 
2019-11-06 19:02:02,Jimbo Solvang,Mud Creek, It gave me my life back : Spinal cord stimulation can ease pain  but access is limited   CBC News   t co hdtwsQWjB5 I ve visited a similar clinic in Halifax  A story should be done to educate Nova Scotians about this form of treatment
2019-11-06 19:01:58,yourNSPSSP,Halifax  Nova Scotia,We re excited to participate in the @TLPCanada s Take Our Kids to Work Day and give them a glimpse into our workplace   KidstoWork  pensions  investments  NovaScotia  halifax   t co bHL94Kqfi6
